channel_id;channel_provider_id;mobility_type;time_step;last_updated_at;started_at
101030256;101030256;BIKE;3600;2023-10-23 22:00:00+00:00;2011-04-14 10:00:00+00:00
102030256;102030256;BIKE;3600;2023-10-23 22:00:00+00:00;2011-04-14 10:00:00+00:00
101030257;101030257;BIKE;3600;2023-10-23 22:00:00+00:00;2008-07-09 22:00:00+00:00
102030257;102030257;BIKE;3600;2023-10-23 22:00:00+00:00;2008-07-09 22:00:00+00:00
101030258;101030258;BIKE;3600;2023-10-23 22:00:00+00:00;2011-04-13 22:00:00+00:00
102030258;102030258;BIKE;3600;2023-09-18 12:00:00+00:00;2011-04-13 22:00:00+00:00
102030259;102030259;BIKE;3600;2023-10-23 22:00:00+00:00;2012-12-31 23:00:00+00:00
101030260;101030260;BIKE;3600;2023-10-23 22:00:00+00:00;2012-12-31 23:00:00+00:00
102030260;102030260;BIKE;3600;2023-10-23 22:00:00+00:00;2012-12-31 23:00:00+00:00
101030265;101030265;BIKE;3600;2023-10-23 22:00:00+00:00;2012-12-31 23:00:00+00:00
101030269;101030269;BIKE;3600;2023-10-23 22:00:00+00:00;2012-12-31 23:00:00+00:00
353243423;353243423;BIKE;3600;2025-01-25 23:00:00+00:00;2012-12-31 23:00:00+00:00
101030146;101030146;BIKE;3600;2022-06-22 07:00:00+00:00;2012-12-31 23:00:00+00:00
353651579;353651579;BIKE;3600;2025-12-17 23:00:00+00:00;2013-12-07 23:00:00+00:00
101030262;101030262;BIKE;3600;2023-09-25 22:00:00+00:00;2012-12-31 23:00:00+00:00
102030262;102030262;BIKE;3600;2023-09-25 22:00:00+00:00;2012-12-31 23:00:00+00:00
102030274;102030274;BIKE;3600;2023-09-25 22:00:00+00:00;2014-06-25 13:00:00+00:00
101030102;101030102;BIKE;3600;2023-10-23 22:00:00+00:00;2012-12-31 23:00:00+00:00
102030102;102030102;BIKE;3600;2023-10-23 22:00:00+00:00;2012-12-31 23:00:00+00:00
101027497;101027497;BIKE;3600;2025-12-17 23:00:00+00:00;2012-12-31 23:00:00+00:00
102027497;102027497;BIKE;3600;2025-12-17 23:00:00+00:00;2012-12-31 23:00:00+00:00
353300365;353300365;BIKE;3600;2025-12-17 23:00:00+00:00;2012-12-31 23:00:00+00:00
101013842;101013842;BIKE;900;2025-11-14 23:15:00+00:00;2012-12-31 23:00:00+00:00
102013842;102013842;BIKE;900;2025-11-14 23:15:00+00:00;2012-12-31 23:00:00+00:00
353244534;353244534;BIKE;900;2025-11-14 23:15:00+00:00;2012-12-31 23:00:00+00:00
353244547;353244547;BIKE;900;2025-11-14 23:15:00+00:00;2012-12-31 23:00:00+00:00
101017787;101017787;BIKE;3600;2025-12-17 23:00:00+00:00;2012-12-31 23:00:00+00:00
353256147;353256147;BIKE;3600;2025-07-05 00:00:00+00:00;2012-12-31 23:00:00+00:00
102017787;102017787;BIKE;3600;2025-12-17 23:00:00+00:00;2012-12-31 23:00:00+00:00
102030146;102030146;BIKE;3600;2023-09-25 22:00:00+00:00;2012-12-31 23:00:00+00:00
106048989;106048989;BIKE;3600;2023-09-25 22:00:00+00:00;2012-12-31 23:00:00+00:00
103030636;103030636;BIKE;3600;2025-12-17 04:00:00+00:00;2012-12-31 23:00:00+00:00
101045777;101045777;BIKE;3600;2025-12-17 23:00:00+00:00;2012-12-31 23:00:00+00:00
102047691;102047691;BIKE;1800;2025-12-17 22:30:00+00:00;2012-12-31 23:00:00+00:00
101049084;101049084;BIKE;1800;2025-12-17 22:30:00+00:00;2012-12-31 23:00:00+00:00
101032516;101032516;BIKE;3600;2023-09-25 22:00:00+00:00;2012-12-31 23:00:00+00:00
